cir,ur,label
13,35,hell
5,34,unstable
26,17,unstable
22,56,hell
22,50,hell
18,23,unstable
5,14,unstable
22,17,unstable
1,8,livable
1,45,hell
10,3,unstable
12,23,unstable
20,30,hell
22,60,hell
17,38,hell
29,54,hell
1,14,unstable
6,28,unstable
2,44,hell
4,9,unstable
22,58,hell
4,52,hell
27,3,unstable
17,36,hell
4,50,hell
15,59,hell
15,19,unstable
15,11,unstable
14,44,hell
18,18,unstable
15,8,unstable
23,4,unstable
3,58,hell
13,47,hell
30,28,hell
18,53,hell
4,17,unstable
30,57,hell
26,12,unstable
11,5,unstable
22,12,unstable
24,33,hell
21,6,unstable
20,16,unstable
0,11,unstable
21,53,hell
22,10,unstable
11,3,unstable
20,30,hell
14,23,unstable
7,23,unstable
9,44,hell
0,29,unstable
11,33,unstable
20,39,hell
23,58,hell
8,31,unstable
19,46,hell
16,46,hell
11,17,unstable
23,16,unstable
4,27,unstable
29,36,hell
26,37,hell
8,32,unstable
14,45,hell
10,34,unstable
22,6,unstable
13,41,hell
15,11,unstable
26,28,hell
26,20,hell
6,29,unstable
18,7,unstable
20,30,hell
10,40,hell
24,20,unstable
8,52,hell
15,36,hell
19,39,hell
29,8,unstable
27,59,hell
27,4,unstable
23,32,hell
8,45,hell
22,53,hell
30,57,hell
13,11,unstable
4,17,unstable
0,7,livable
11,18,unstable
25,43,hell
25,19,unstable
19,39,hell
9,53,hell
2,34,unstable
4,51,hell
8,9,unstable
29,46,hell
20,28,hell
25,38,hell
18,22,unstable
21,28,hell
5,15,unstable
15,55,hell
20,45,hell
11,16,unstable
12,38,hell
23,26,hell
23,31,hell
13,21,unstable
23,49,hell
4,41,hell
30,23,hell
12,7,unstable
10,41,hell
28,44,hell
27,20,hell
14,4,unstable
14,35,hell
11,49,hell
18,57,hell
11,60,hell
27,25,hell
26,60,hell
16,9,unstable
16,53,hell
8,50,hell
12,26,unstable
11,49,hell
16,61,hell
15,29,unstable
13,51,hell
9,18,unstable
8,23,unstable
7,59,hell
25,41,hell
25,55,hell
7,40,hell
7,16,unstable
16,29,hell
14,59,hell
21,37,hell
4,51,hell
0,43,unstable
13,53,hell
22,11,unstable
13,39,hell
18,44,hell
22,16,unstable
28,44,hell
1,29,unstable
26,30,hell
5,21,unstable
29,16,hell
4,23,unstable
21,54,hell
14,41,hell
2,56,hell
4,13,unstable
2,34,unstable
4,19,unstable
9,16,unstable
26,47,hell
1,26,unstable
30,31,hell
6,52,hell
25,16,unstable
14,55,hell
15,41,hell
16,32,hell
20,19,unstable
25,51,hell
30,34,hell
21,9,unstable
15,47,hell
14,38,hell
27,58,hell
5,36,unstable
26,37,hell
2,45,hell
21,55,hell
7,4,unstable
28,5,unstable
0,6,livable
1,23,unstable
29,27,hell
7,61,hell
2,57,hell
17,13,unstable
25,4,unstable
26,44,hell
17,42,hell
20,32,hell
27,29,hell
7,24,unstable
22,48,hell
5,57,hell
21,16,unstable
6,31,unstable
19,22,unstable
24,29,hell
18,11,unstable
11,25,unstable
7,56,hell
29,46,hell
23,53,hell
3,36,unstable
30,28,hell
18,39,hell
17,49,hell
27,18,hell
24,7,unstable
3,41,unstable
8,35,unstable
4,52,hell
1,28,unstable
14,46,hell
13,27,unstable
3,27,unstable
11,38,hell
23,12,unstable
18,19,unstable
28,14,unstable
19,21,unstable
7,15,unstable
23,56,hell
24,37,hell
21,49,hell
4,50,hell
12,27,unstable
13,29,unstable
13,56,hell
4,25,unstable
19,3,unstable
3,55,hell
9,54,hell
13,37,hell
27,59,hell
29,24,hell
24,15,unstable
15,40,hell
2,18,unstable
20,43,hell
26,28,hell
9,38,hell
24,20,unstable
20,18,unstable
10,4,unstable
4,41,hell
13,15,unstable
7,36,unstable
15,42,hell
4,28,unstable
12,33,hell
26,44,hell
1,39,unstable
3,44,hell
12,30,unstable
12,57,hell
5,50,hell
0,42,unstable
12,49,hell
12,41,hell
16,32,hell
11,52,hell
24,8,unstable
23,32,hell
1,27,unstable
22,51,hell
20,49,hell
7,3,unstable
23,54,hell
26,59,hell
15,48,hell
12,47,hell
19,28,hell
30,25,hell
8,41,hell
23,35,hell
0,29,unstable
8,32,unstable
0,55,hell
19,41,hell
16,20,unstable
25,61,hell
30,4,unstable
12,20,unstable
1,46,hell
29,20,hell
12,23,unstable
19,57,hell
3,52,hell
15,36,hell
2,60,hell
6,12,unstable
9,14,unstable
21,39,hell
8,61,hell
21,15,unstable
19,36,hell
28,44,hell
12,20,unstable
0,34,unstable
24,8,unstable
29,25,hell
1,6,livable
14,35,hell
15,59,hell
0,51,hell
29,37,hell
13,40,hell
15,38,hell
30,42,hell
19,20,unstable
17,60,hell
26,36,hell
8,49,hell
30,51,hell
15,3,unstable
14,24,unstable
13,24,unstable
2,23,unstable
25,56,hell
29,40,hell
16,54,hell
18,51,hell
0,4,livable
22,23,hell
18,47,hell
16,30,hell
12,11,unstable
12,34,hell
8,30,unstable
3,35,unstable
14,59,hell
2,25,unstable
23,20,unstable
16,44,hell
28,7,unstable
7,40,hell
25,59,hell
18,32,hell
2,6,livable
4,55,hell
26,38,hell
27,4,unstable
15,34,hell
12,31,unstable
8,12,unstable
27,26,hell
5,55,hell
3,28,unstable
21,17,unstable
12,61,hell
9,57,hell
4,51,hell
15,33,hell
25,59,hell
23,28,hell
7,15,unstable
11,26,unstable
20,5,unstable
23,28,hell
8,6,unstable
10,15,unstable
16,38,hell
27,3,unstable
14,52,hell
10,51,hell
22,41,hell
19,13,unstable
9,42,hell
25,46,hell
23,25,hell
14,3,unstable
19,55,hell
16,45,hell
30,60,hell
16,26,unstable
4,45,hell
8,29,unstable
16,57,hell
17,22,unstable
13,10,unstable
26,50,hell
9,49,hell
18,27,hell
11,25,unstable
25,29,hell
20,48,hell
26,10,unstable
11,59,hell
3,46,hell
24,22,hell
20,25,hell
2,34,unstable
28,46,hell
22,56,hell
27,49,hell
12,15,unstable
20,48,hell
11,35,hell
4,25,unstable
13,39,hell
11,56,hell
25,16,unstable
0,10,unstable
10,16,unstable
18,61,hell
6,18,unstable
4,54,hell
13,24,unstable
26,30,hell
9,32,unstable
13,50,hell
15,29,unstable
8,25,unstable
4,50,hell
15,57,hell
6,18,unstable
15,36,hell
30,53,hell
15,3,unstable
14,18,unstable
10,7,unstable
10,40,hell
2,15,unstable
22,61,hell
6,32,unstable
14,17,unstable
9,46,hell
22,22,unstable
28,20,hell
26,54,hell
20,24,unstable
13,46,hell
4,38,unstable
29,38,hell
14,35,hell
1,59,hell
25,61,hell
0,30,unstable
4,51,hell
9,17,unstable
29,16,hell
15,6,unstable
8,46,hell
29,28,hell
6,38,unstable
23,10,unstable
23,28,hell
19,31,hell
13,50,hell
26,38,hell
14,29,unstable
8,36,unstable
16,17,unstable
4,43,hell
0,19,unstable
30,52,hell
8,48,hell
7,53,hell
15,48,hell
11,26,unstable
5,30,unstable
12,26,unstable
10,22,unstable
29,23,hell
6,50,hell
17,52,hell
27,32,hell
18,31,hell
3,53,hell
29,26,hell
7,40,hell
8,42,hell
22,52,hell
18,46,hell
3,18,unstable
21,35,hell
14,48,hell
16,28,unstable
12,4,unstable
22,26,hell
28,15,unstable
11,43,hell
17,8,unstable
5,27,unstable
26,39,hell
8,40,hell
27,60,hell
29,6,unstable
27,19,hell
0,54,hell
25,46,hell
19,42,hell
15,41,hell
28,52,hell
22,56,hell
30,50,hell
14,48,hell
12,49,hell
26,56,hell
1,7,livable
21,45,hell
7,40,hell
20,47,hell
11,50,hell
16,31,hell
19,30,hell
9,59,hell
5,18,unstable
6,54,hell
15,36,hell
27,19,hell
15,13,unstable
22,53,hell
30,40,hell
9,16,unstable
16,3,unstable
17,9,unstable
25,10,unstable
5,42,hell
1,45,hell
28,40,hell
30,20,hell
7,24,unstable
20,59,hell
17,19,unstable
21,51,hell
13,61,hell
21,5,unstable
18,33,hell
17,52,hell
30,33,hell
6,9,unstable
10,41,hell
1,12,unstable
28,19,hell
6,31,unstable
21,55,hell
24,5,unstable
17,12,unstable
24,44,hell
21,10,unstable
8,44,hell
3,22,unstable
26,50,hell
14,57,hell
7,41,hell
22,56,hell
4,45,hell
15,3,unstable
20,44,hell
15,13,unstable
29,32,hell
2,36,unstable
21,53,hell
13,50,hell
7,18,unstable
0,25,unstable
19,30,hell
22,18,unstable
5,29,unstable
5,50,hell
18,26,unstable
27,26,hell
3,58,hell
28,51,hell
8,32,unstable
30,15,hell
20,17,unstable
25,3,unstable
27,27,hell
4,54,hell
17,28,hell
1,35,unstable
23,19,unstable
12,54,hell
25,3,unstable
18,19,unstable
12,3,unstable
5,38,unstable
23,56,hell
5,41,hell
11,12,unstable
25,10,unstable
21,52,hell
13,46,hell
20,58,hell
28,41,hell
29,10,unstable
2,51,hell
28,23,hell
18,17,unstable
28,15,unstable
28,43,hell
18,40,hell
11,37,hell
24,42,hell
13,52,hell
15,44,hell
15,21,unstable
16,39,hell
0,17,unstable
9,38,hell
7,37,unstable
22,33,hell
12,42,hell
23,6,unstable
16,31,hell
11,13,unstable
25,17,unstable
25,48,hell
12,29,unstable
3,12,unstable
5,40,hell
14,14,unstable
2,38,unstable
12,16,unstable
27,19,hell
6,34,unstable
15,18,unstable
15,34,hell
20,45,hell
12,35,hell
22,39,hell
27,52,hell
5,32,unstable
3,60,hell
5,19,unstable
0,28,unstable
23,25,hell
25,17,unstable
7,27,unstable
4,23,unstable
14,9,unstable
20,17,unstable
18,41,hell
12,33,hell
19,28,hell
22,27,hell
1,43,unstable
13,55,hell
17,26,unstable
21,38,hell
12,52,hell
29,40,hell
10,58,hell
0,10,unstable
10,29,unstable
3,10,unstable
1,32,unstable
26,46,hell
24,7,unstable
22,20,unstable
9,54,hell
28,50,hell
2,42,unstable
8,34,unstable
18,28,hell
21,53,hell
13,12,unstable
4,38,unstable
17,51,hell
22,41,hell
0,36,unstable
7,8,unstable
26,40,hell
23,45,hell
12,29,unstable
27,43,hell
24,48,hell
29,48,hell
5,50,hell
25,27,hell
22,14,unstable
16,47,hell
27,38,hell
6,29,unstable
14,22,unstable
6,18,unstable
12,15,unstable
17,52,hell
19,25,unstable
21,57,hell
9,11,unstable
21,42,hell
30,5,unstable
23,42,hell
5,41,hell
7,48,hell
0,33,unstable
29,54,hell
7,11,unstable
15,3,unstable
11,58,hell
21,26,hell
2,37,unstable
28,38,hell
30,35,hell
25,34,hell
4,36,unstable
30,45,hell
9,47,hell
0,10,unstable
7,42,hell
27,12,unstable
1,17,unstable
17,41,hell
9,56,hell
28,27,hell
5,29,unstable
6,16,unstable
18,53,hell
24,48,hell
21,26,hell
11,38,hell
26,53,hell
27,47,hell
15,46,hell
4,12,unstable
12,28,unstable
7,19,unstable
13,37,hell
25,9,unstable
5,19,unstable
21,13,unstable
2,58,hell
29,9,unstable
6,54,hell
29,12,unstable
7,58,hell
9,18,unstable
14,17,unstable
10,16,unstable
3,15,unstable
20,30,hell
23,53,hell
1,21,unstable
2,8,unstable
21,60,hell
11,14,unstable
14,19,unstable
21,51,hell
22,8,unstable
3,53,hell
7,19,unstable
3,16,unstable
27,5,unstable
5,32,unstable
5,23,unstable
23,51,hell
14,48,hell
10,47,hell
10,40,hell
23,33,hell
17,58,hell
8,42,hell
20,55,hell
9,29,unstable
8,20,unstable
25,32,hell
27,52,hell
28,61,hell
8,45,hell
30,48,hell
14,17,unstable
17,32,hell
20,31,hell
3,3,livable
23,27,hell
12,43,hell
2,32,unstable
25,23,hell
21,9,unstable
19,54,hell
29,58,hell
30,11,unstable
27,30,hell
29,32,hell
18,55,hell
27,7,unstable
21,59,hell
21,42,hell
22,4,unstable
28,35,hell
1,57,hell
14,32,hell
17,11,unstable
21,43,hell
15,5,unstable
7,61,hell
13,16,unstable
19,12,unstable
14,27,unstable
12,17,unstable
14,40,hell
17,37,hell
20,31,hell
13,24,unstable
15,16,unstable
22,58,hell
22,7,unstable
29,5,unstable
17,47,hell
1,7,livable
13,56,hell
5,50,hell
15,14,unstable
11,37,hell
14,14,unstable
14,56,hell
5,59,hell
9,6,unstable
11,41,hell
22,19,unstable
9,15,unstable
8,6,unstable
2,53,hell
8,26,unstable
30,35,hell
16,19,unstable
0,10,unstable
23,51,hell
5,54,hell
16,24,unstable
22,46,hell
11,30,unstable
1,59,hell
3,52,hell
23,33,hell
12,18,unstable
28,15,unstable
10,51,hell
2,23,unstable
3,24,unstable
4,53,hell
20,14,unstable
18,8,unstable
9,11,unstable
29,45,hell
26,38,hell
15,5,unstable
28,6,unstable
4,19,unstable
14,8,unstable
18,41,hell
0,10,unstable
23,52,hell
28,58,hell
17,28,hell
28,50,hell
4,60,hell
1,8,livable
1,52,hell
28,53,hell
8,41,hell
15,47,hell
10,16,unstable
10,59,hell
1,54,hell
21,48,hell
5,57,hell
28,42,hell
1,41,unstable
26,41,hell
25,14,unstable
23,27,hell
24,43,hell
6,24,unstable
26,19,hell
11,19,unstable
21,51,hell
9,3,unstable
12,15,unstable
3,11,unstable
16,41,hell
29,34,hell
9,36,hell
16,30,hell
15,35,hell
28,3,unstable
8,43,hell
28,32,hell
16,3,unstable
30,8,unstable
26,18,unstable
6,22,unstable
1,37,unstable
3,6,livable
27,41,hell
22,27,hell
7,25,unstable
10,18,unstable
25,13,unstable
21,43,hell
16,35,hell
13,8,unstable
6,27,unstable
14,23,unstable
22,37,hell
20,51,hell
18,3,unstable
18,16,unstable
11,12,unstable
7,23,unstable
27,25,hell
2,58,hell
11,41,hell
1,38,unstable
25,55,hell
24,28,hell
30,47,hell
9,36,hell
3,50,hell
14,20,unstable
4,10,unstable
11,32,unstable
1,31,unstable
6,3,livable
5,33,unstable
6,11,unstable
2,9,unstable
22,4,unstable
25,54,hell
4,19,unstable
9,36,hell
15,8,unstable
3,26,unstable
14,61,hell
4,32,unstable
2,13,unstable
8,50,hell
17,5,unstable
16,16,unstable
23,10,unstable
13,46,hell
1,18,unstable
9,7,unstable
17,60,hell
6,35,unstable
9,20,unstable
26,20,hell
28,52,hell
18,9,unstable
6,44,hell
15,37,hell
11,39,hell
1,35,unstable
22,55,hell
20,43,hell
19,45,hell
2,35,unstable
16,28,unstable
7,4,unstable
26,40,hell
24,49,hell
23,27,hell
29,4,unstable
12,27,unstable
23,15,unstable
28,11,unstable
1,13,unstable
13,39,hell
0,47,hell
14,57,hell
25,10,unstable
0,40,unstable
18,4,unstable
7,25,unstable
23,11,unstable
2,41,unstable
13,41,hell
17,45,hell
12,45,hell
8,6,unstable
30,27,hell
21,24,hell
20,5,unstable
2,10,unstable
17,17,unstable
13,59,hell
6,21,unstable
2,49,hell
19,32,hell
16,33,hell
26,33,hell
28,42,hell
16,18,unstable
11,60,hell
7,5,unstable
11,9,unstable
19,48,hell
9,20,unstable
24,35,hell
5,45,hell
13,58,hell
30,6,unstable
4,42,hell
21,38,hell
17,52,hell
3,60,hell
26,24,hell
24,58,hell
3,7,unstable
29,54,hell
3,47,hell
6,12,unstable
8,52,hell
19,19,unstable
20,20,unstable
16,55,hell
1,34,unstable
27,52,hell
30,38,hell
23,46,hell
8,41,hell
10,38,hell
29,7,unstable
6,61,hell
3,56,hell
21,61,hell
11,24,unstable
12,34,hell
10,52,hell
8,6,unstable
10,30,unstable
18,41,hell
9,42,hell
18,22,unstable
21,25,hell
20,24,unstable
28,40,hell
22,32,hell
29,25,hell
1,52,hell
9,46,hell
7,3,unstable
17,42,hell
30,22,hell
27,27,hell
16,11,unstable
10,24,unstable
10,48,hell
6,61,hell
11,25,unstable
25,54,hell
5,39,unstable
17,52,hell
29,23,hell
28,38,hell
29,20,hell
12,21,unstable
28,49,hell
10,38,hell
8,54,hell
19,53,hell
27,33,hell
22,48,hell
24,53,hell
30,12,unstable
6,14,unstable
25,18,unstable
6,15,unstable
22,12,unstable
6,60,hell
22,51,hell
20,35,hell
7,22,unstable
25,44,hell
17,6,unstable
19,60,hell
2,51,hell
29,34,hell
24,52,hell
6,51,hell
21,6,unstable
2,7,livable
30,47,hell
19,8,unstable
4,6,unstable
30,50,hell
20,14,unstable
14,6,unstable
30,46,hell
30,59,hell
0,51,hell
19,5,unstable
12,40,hell
6,3,livable
3,9,unstable
24,19,unstable
10,52,hell
28,4,unstable
24,52,hell
11,19,unstable
16,23,unstable
12,37,hell
17,38,hell
13,8,unstable
29,47,hell
7,59,hell
5,59,hell
5,56,hell
3,57,hell
17,60,hell
7,14,unstable
1,6,livable
25,57,hell
22,52,hell
13,46,hell
30,27,hell
27,54,hell
24,51,hell
10,57,hell
22,6,unstable
20,15,unstable
13,6,unstable
21,4,unstable
5,34,unstable
25,35,hell
23,22,hell
6,21,unstable
8,8,unstable
0,45,hell
27,40,hell
29,40,hell
21,21,unstable
24,30,hell
10,43,hell
8,55,hell
6,30,unstable
18,52,hell
20,28,hell
19,22,unstable
20,42,hell
28,38,hell
0,15,unstable
12,3,unstable
17,20,unstable
16,42,hell
6,18,unstable
3,31,unstable
7,61,hell
19,28,hell
29,13,unstable
2,18,unstable
0,16,unstable
10,14,unstable
9,52,hell
8,27,unstable
13,15,unstable
18,37,hell
18,12,unstable
9,50,hell
6,4,unstable
8,60,hell
5,38,unstable
21,4,unstable
8,51,hell
3,47,hell
27,60,hell
21,43,hell
9,34,unstable
17,61,hell
30,4,unstable
26,9,unstable
5,35,unstable
13,55,hell
0,21,unstable
1,9,unstable
9,21,unstable
7,26,unstable
15,10,unstable
19,55,hell
20,15,unstable
0,51,hell
3,33,unstable
23,39,hell
5,60,hell
13,42,hell
18,39,hell
10,27,unstable
2,47,hell
1,49,hell
10,58,hell
25,30,hell
12,44,hell
0,60,hell
21,48,hell
2,52,hell
28,13,unstable
2,31,unstable
3,36,unstable
14,61,hell
30,55,hell
5,12,unstable
8,46,hell
26,36,hell
21,57,hell
15,25,unstable
11,56,hell
5,31,unstable
8,35,unstable
11,18,unstable
18,29,hell
18,21,unstable
3,48,hell
23,25,hell
18,59,hell
20,18,unstable
18,37,hell
1,13,unstable
22,59,hell
25,17,unstable
6,14,unstable
24,21,hell
28,55,hell
3,9,unstable
11,52,hell
11,18,unstable
27,6,unstable
27,26,hell
15,14,unstable
24,48,hell
25,43,hell
18,52,hell
0,23,unstable
17,48,hell
6,21,unstable
28,38,hell
16,35,hell
4,47,hell
4,14,unstable
14,32,hell
20,6,unstable
2,61,hell
7,28,unstable
12,18,unstable
25,59,hell
6,50,hell
15,53,hell
28,50,hell
29,23,hell
1,33,unstable
10,51,hell
10,36,hell
26,48,hell
27,18,hell
11,20,unstable
22,20,unstable
23,51,hell
26,57,hell
6,3,livable
3,27,unstable
25,30,hell
26,11,unstable
8,11,unstable
1,32,unstable
25,61,hell
5,26,unstable
8,54,hell
12,42,hell
6,34,unstable
30,14,unstable
24,22,hell
9,16,unstable
9,8,unstable
19,4,unstable
9,53,hell
5,49,hell
25,28,hell
4,59,hell
3,29,unstable
11,24,unstable
29,16,hell
17,13,unstable
24,51,hell
30,16,hell
10,54,hell
22,47,hell
28,54,hell
24,48,hell
18,55,hell
18,9,unstable
14,10,unstable
20,32,hell
9,26,unstable
20,8,unstable
26,31,hell
19,40,hell
29,33,hell
20,33,hell
3,59,hell
29,14,unstable
3,45,hell
22,36,hell
20,23,unstable
21,34,hell
19,33,hell
29,44,hell
10,43,hell
24,16,unstable
15,14,unstable
19,39,hell
7,28,unstable
6,44,hell
18,22,unstable
29,26,hell
0,35,unstable
16,59,hell
1,15,unstable
0,17,unstable
19,55,hell
5,59,hell
12,60,hell
2,35,unstable
1,17,unstable
27,14,unstable
24,12,unstable
24,14,unstable
18,21,unstable
6,46,hell
26,56,hell
21,48,hell
14,47,hell
30,58,hell
29,17,hell
21,25,hell
20,28,hell
14,56,hell
4,32,unstable
23,36,hell
2,9,unstable
13,24,unstable
24,48,hell
14,53,hell
4,3,livable
13,48,hell
28,54,hell
3,14,unstable
12,42,hell
13,21,unstable
7,41,hell
14,23,unstable
10,42,hell
11,58,hell
26,30,hell
14,22,unstable
29,17,hell
16,8,unstable
1,39,unstable
9,42,hell
27,59,hell
3,24,unstable
16,19,unstable
1,14,unstable
11,50,hell
26,50,hell
0,7,livable
26,60,hell
25,24,hell
2,23,unstable
9,11,unstable
12,6,unstable
26,26,hell
0,45,hell
5,40,hell
26,58,hell
11,11,unstable
15,42,hell
4,37,unstable
21,12,unstable
23,42,hell
24,18,unstable
13,18,unstable
25,26,hell
24,8,unstable
12,55,hell
18,35,hell
21,4,unstable
21,22,unstable
0,12,unstable
19,3,unstable
12,18,unstable
4,55,hell
23,22,hell
24,11,unstable
13,32,hell
0,42,unstable
11,56,hell
29,16,hell
8,39,hell
19,52,hell
6,31,unstable
21,33,hell
24,17,unstable
3,36,unstable
2,14,unstable
9,37,hell
5,32,unstable
4,50,hell
23,34,hell
23,58,hell
19,42,hell
12,36,hell
8,49,hell
2,59,hell
25,30,hell
17,23,unstable
11,8,unstable
22,43,hell
25,30,hell
13,5,unstable
26,40,hell
17,35,hell
9,47,hell
19,39,hell
4,61,hell
0,38,unstable
9,39,hell
2,60,hell
24,20,unstable
19,53,hell
28,25,hell
18,43,hell
4,3,livable
22,23,hell
18,38,hell
13,30,unstable
24,52,hell
18,60,hell
10,50,hell
27,27,hell
12,9,unstable
1,30,unstable
24,24,hell
19,18,unstable
8,35,unstable
6,61,hell
13,6,unstable
2,60,hell
6,53,hell
6,35,unstable
11,19,unstable
18,30,hell
0,22,unstable
28,42,hell
30,32,hell
24,35,hell
1,61,hell
24,12,unstable
12,13,unstable
10,47,hell
9,42,hell
13,29,unstable
1,50,hell
5,11,unstable
12,28,unstable
14,53,hell
24,19,unstable
19,61,hell
21,46,hell
5,53,hell
19,22,unstable
16,15,unstable
10,46,hell
21,51,hell
12,15,unstable
5,5,unstable
17,27,unstable
4,11,unstable
28,53,hell
1,22,unstable
20,9,unstable
9,45,hell
3,17,unstable
17,22,unstable
19,36,hell
15,29,unstable
17,14,unstable
3,31,unstable
4,12,unstable
28,37,hell
15,46,hell
18,39,hell
4,35,unstable
17,39,hell
22,19,unstable
21,44,hell
15,27,unstable
14,52,hell
21,24,hell
9,9,unstable
14,54,hell
28,15,unstable
30,57,hell
30,52,hell
21,46,hell
5,35,unstable
9,8,unstable
15,8,unstable
3,57,hell
26,25,hell
21,18,unstable
22,42,hell
6,47,hell
2,22,unstable
23,19,unstable
15,14,unstable
25,16,unstable
13,25,unstable
1,41,unstable
16,45,hell
21,52,hell
29,37,hell
15,34,hell
5,23,unstable
16,4,unstable
16,6,unstable
2,60,hell
5,29,unstable
22,27,hell
1,46,hell
9,17,unstable
11,34,hell
27,61,hell
0,45,hell
25,34,hell
21,29,hell
23,16,unstable
19,4,unstable
17,39,hell
28,34,hell
22,55,hell
21,29,hell
6,24,unstable
20,6,unstable
27,14,unstable
14,27,unstable
5,28,unstable
22,39,hell
27,55,hell
24,53,hell
15,21,unstable
10,54,hell
9,45,hell
3,11,unstable
3,32,unstable
27,36,hell
2,59,hell
25,37,hell
18,24,unstable
9,6,unstable
21,54,hell
12,34,hell
28,48,hell
26,20,hell
3,21,unstable
19,58,hell
10,10,unstable
3,20,unstable
12,6,unstable
12,48,hell
20,29,hell
21,30,hell
0,31,unstable
1,29,unstable
4,40,unstable
27,47,hell
19,37,hell
19,10,unstable
17,25,unstable
22,21,unstable
26,25,hell
14,38,hell
12,11,unstable
19,7,unstable
0,52,hell
11,33,unstable
12,32,unstable
19,49,hell
1,43,unstable
16,6,unstable
27,15,unstable
21,28,hell
19,41,hell
5,15,unstable
15,56,hell
2,61,hell
6,52,hell
14,24,unstable
7,20,unstable
26,16,unstable
28,36,hell
25,56,hell
5,22,unstable
13,43,hell
4,12,unstable
5,52,hell
20,53,hell
11,4,unstable
10,21,unstable
24,37,hell
8,21,unstable
19,45,hell
21,46,hell
12,11,unstable
17,59,hell
29,43,hell
14,18,unstable
1,6,livable
22,46,hell
24,34,hell
18,49,hell
16,6,unstable
15,51,hell
10,18,unstable
22,49,hell
25,39,hell
15,58,hell
8,56,hell
20,35,hell
26,13,unstable
24,56,hell
9,5,unstable
2,17,unstable
25,45,hell
11,59,hell
30,7,unstable
27,33,hell
11,19,unstable
20,29,hell
20,19,unstable
29,9,unstable
23,27,hell
23,27,hell
19,46,hell
28,3,unstable
22,56,hell
0,35,unstable
15,4,unstable
26,10,unstable
25,21,hell
4,30,unstable
4,28,unstable
18,54,hell
27,43,hell
6,43,hell
6,38,unstable
18,10,unstable
15,60,hell
9,38,hell
13,7,unstable
15,52,hell
25,12,unstable
16,33,hell
6,39,hell
13,49,hell
23,18,unstable
0,35,unstable
19,26,hell
7,32,unstable
8,43,hell
3,4,livable
10,19,unstable
21,26,hell
14,11,unstable
7,18,unstable
18,44,hell
0,42,unstable
8,23,unstable
30,8,unstable
17,42,hell
11,48,hell
19,11,unstable
3,9,unstable
16,12,unstable
23,52,hell
6,17,unstable
3,28,unstable
6,21,unstable
0,24,unstable
12,54,hell
4,10,unstable
12,56,hell
9,58,hell
30,53,hell
4,48,hell
12,37,hell
17,17,unstable
18,60,hell
16,51,hell
24,47,hell
22,7,unstable
29,57,hell
28,36,hell
18,58,hell
22,28,hell
17,50,hell
8,42,hell
11,44,hell
23,34,hell
3,56,hell
20,24,unstable
21,30,hell
15,54,hell
28,5,unstable
9,42,hell
12,33,hell
21,34,hell
5,11,unstable
7,26,unstable
9,33,unstable
25,32,hell
13,47,hell
4,58,hell
21,54,hell
28,13,unstable
24,50,hell
16,39,hell
2,27,unstable
3,44,hell
17,9,unstable
15,37,hell
3,15,unstable
14,4,unstable
28,17,hell
22,53,hell
21,8,unstable
9,60,hell
1,10,unstable
4,31,unstable
18,18,unstable
0,10,unstable
11,46,hell
0,55,hell
19,35,hell
1,21,unstable
16,40,hell
23,18,unstable
30,14,unstable
6,24,unstable
0,33,unstable
27,48,hell
18,24,unstable
16,24,unstable
16,12,unstable
14,24,unstable
11,29,unstable
14,3,unstable
18,58,hell
24,51,hell
11,19,unstable
7,32,unstable
2,36,unstable
15,9,unstable
5,18,unstable
30,38,hell
8,27,unstable
12,36,hell
0,7,livable
14,4,unstable
16,50,hell
26,35,hell
2,51,hell
27,24,hell
5,39,unstable
24,45,hell
12,12,unstable
6,36,unstable
17,17,unstable
8,16,unstable
9,41,hell
26,5,unstable
21,47,hell
21,27,hell
3,26,unstable
14,26,unstable
24,53,hell
6,34,unstable
9,7,unstable
6,50,hell
27,32,hell
3,59,hell
1,13,unstable
2,31,unstable
17,7,unstable
21,16,unstable
8,40,hell
30,35,hell
19,18,unstable
0,60,hell
12,42,hell
12,25,unstable
21,4,unstable
4,30,unstable
21,44,hell
7,50,hell
8,41,hell
24,10,unstable
6,46,hell
28,6,unstable
8,57,hell
5,25,unstable
11,57,hell
11,58,hell
24,57,hell
22,45,hell
30,5,unstable
9,52,hell
24,58,hell
29,51,hell
18,43,hell
22,3,unstable
29,6,unstable
22,45,hell
17,43,hell
21,5,unstable
5,4,livable
9,15,unstable
3,20,unstable
26,28,hell
0,37,unstable
22,56,hell
1,37,unstable
4,12,unstable
3,27,unstable
9,19,unstable
5,40,hell
2,16,unstable
11,26,unstable
7,45,hell
6,19,unstable
24,29,hell
25,61,hell
10,47,hell
23,23,hell
13,54,hell
20,22,unstable
29,21,hell
30,61,hell
17,41,hell
7,13,unstable
30,52,hell
22,42,hell
0,14,unstable
28,57,hell
14,43,hell
20,55,hell
0,52,hell
7,3,unstable
18,31,hell
15,50,hell
9,34,unstable
14,42,hell
13,27,unstable
19,24,unstable
13,28,unstable
20,35,hell
15,59,hell
29,45,hell
14,54,hell
12,13,unstable
18,21,unstable
2,34,unstable
27,57,hell
25,61,hell
12,50,hell
9,28,unstable
29,45,hell
22,15,unstable
19,43,hell
12,22,unstable
17,28,hell
23,7,unstable
8,54,hell
21,27,hell
10,40,hell
14,24,unstable
29,57,hell
